N,P,K,temperature,humidity,ph,rainfall,label
88,29,51,24.71885473,88.94568335,6.095689937,48.45978627,21
95,26,45,29.91690582,94.55695552,6.117530021,28.16057247,15
66,53,19,23.09348056,60.1159381,6.033550195,65.49730729,11
0,49,18,29.68361658,87.93598094,6.990095452,41.82490236,14
40,120,197,23.80593812,92.48879468,5.889480679,119.6335548,0
39,24,14,30.55472573,90.90343769,7.189259647,106.0711985,16
101,75,50,26.59386409,81.40740301,6.242528278,109.9825551,1
22,67,78,17.16606398,14.42457525,6.204090835,72.32667516,3
37,23,12,31.52675982,90.50621806,6.395258356,113.1169398,16
84,27,29,23.32293161,53.00366334,7.167092586,168.2644287,5
37,77,17,36.20970524,31.94550613,5.617122801,191.0658531,18
28,72,84,18.72963144,19.18197264,6.481783043,71.58010169,3
39,64,53,23.0124018,91.07355541,6.598860305,208.3357976,17
